"","segment","repetition","frame","point","x","y"
"3159910","sh",5,2,11,85.89038377,52.89979602
"3159911","sh",5,2,12,82.5323447,52.8868962
"3159912","sh",5,2,13,79.18828275,53.19710824
"3159913","sh",5,2,14,75.94518846,54.12083782
"3159914","sh",5,2,15,72.79898637,55.2729025
"3159915","sh",5,2,16,69.75795387,56.64681703
"3159916","sh",5,2,17,66.85675327,58.26546083
"3159917","sh",5,2,18,64.08590546,60.02599531
"3159918","sh",5,2,19,61.5816545,62.19142115
"3159919","sh",5,2,20,59.32907121,64.62677479
"31799","sh",5,3,1,117.82219712,61.39021316
"317991","sh",5,3,2,114.66459714,60.20146508
"317992","sh",5,3,3,111.70942853,58.67600684
"317993","sh",5,3,4,108.63122103,57.4464331
"317994","sh",5,3,5,105.53892558,56.20882235
"317995","sh",5,3,6,102.41891177,55.02755091
"317996","sh",5,3,7,99.24629898,53.87283565
"317997","sh",5,3,8,95.9793432,52.98043168
"317998","sh",5,3,9,92.6453841,52.3639922
"317999","sh",5,3,10,89.27436174,51.87519799
"3179910","sh",5,3,11,85.86815498,51.7439106
"3179911","sh",5,3,12,82.46542211,51.99983625
"3179912","sh",5,3,13,79.15140654,52.91797894
"3179913","sh",5,3,14,75.92462949,54.01242434
"3179914","sh",5,3,15,72.86189663,55.52626046
"3179915","sh",5,3,16,69.96980456,57.33301832
"3179916","sh",5,3,17,67.20018431,59.19040891
"3179917","sh",5,3,18,64.6837306,61.39586942
"3179918","sh",5,3,19,62.38141599,63.77571514
"3179919","sh",5,3,20,60.24120692,66.20662528
"319991","sh",5,4,1,119.27247094,58.9766054
"319992","sh",5,4,2,116.00044191,57.66670619
"319993","sh",5,4,3,112.72849483,56.4476958
"319994","sh",5,4,4,109.25883356,55.84270097
"319995","sh",5,4,5,105.85307163,55.25089481
"319996","sh",5,4,6,102.52413771,54.6335115
"319997","sh",5,4,7,99.17631879,54.20961591
"319998","sh",5,4,8,95.83609203,53.9360423
"319999","sh",5,4,9,92.53037412,53.60008779
"3199910","sh",5,4,10,89.21600219,53.4610348
"3199911","sh",5,4,11,85.90450497,53.63409061
"3199912","sh",5,4,12,82.56504597,53.32035207
"3199913","sh",5,4,13,79.3394354,54.34123702
"3199914","sh",5,4,14,76.18542287,55.38766394
"3199915","sh",5,4,15,73.23075697,57.01176877
"3199916","sh",5,4,16,70.43612046,58.84345267
"3199917","sh",5,4,17,67.65703812,60.42083365
"3199918","sh",5,4,18,65.04499198,62.2236744
"3199919","sh",5,4,19,62.74073187,64.48750483
"3199920","sh",5,4,20,60.5851778,66.80239469
"32199","sh",5,5,1,117.64435983,61.68617759
"321991","sh",5,5,2,114.71393223,60.10785198
"321992","sh",5,5,3,111.65796967,58.78852781
"321993","sh",5,5,4,108.6016285,57.52205058
"321994","sh",5,5,5,105.51736444,56.27456888
"321995","sh",5,5,6,102.33544522,55.34010798
"321996","sh",5,5,7,99.04700072,54.8319601
"321997","sh",5,5,8,95.74147046,54.56725089
"321998","sh",5,5,9,92.47187602,54.22880915
"321999","sh",5,5,10,89.19856463,53.93487522
"3219910","sh",5,5,11,85.90696382,53.7619495
"3219911","sh",5,5,12,82.61342961,53.96167786
"3219912","sh",5,5,13,79.37660389,54.62257865
"3219913","sh",5,5,14,76.23599013,55.65431984
"3219914","sh",5,5,15,73.19476229,56.86680769
"3219915","sh",5,5,16,70.24983866,58.24007107
"3219916","sh",5,5,17,67.45183812,59.8681773
"3219917","sh",5,5,18,64.82501955,61.71962309
"3219918","sh",5,5,19,62.44346893,63.89863942
"3219919","sh",5,5,20,60.38776938,66.4604765
"32399","sh",5,6,1,117.50229746,61.92260388
"323991","sh",5,6,2,114.59362747,60.33612969
"323992","sh",5,6,3,111.68159684,58.73686417
"323993","sh",5,6,4,108.7453997,57.15467345
"323994","sh",5,6,5,105.75006197,55.5650028
"323995","sh",5,6,6,102.61318483,54.3000569
"323996","sh",5,6,7,99.33290393,53.45604866
"323997","sh",5,6,8,95.99230174,52.89398687
"323998","sh",5,6,9,92.62847142,52.54576511
"323999","sh",5,6,10,89.25562616,52.38431032
"3239910","sh",5,6,11,85.88334672,52.53387302
"3239911","sh",5,6,12,82.54597115,53.06751503
"3239912","sh",5,6,13,79.30485806,54.07950872
"3239913","sh",5,6,14,76.20078132,55.46865349
"3239914","sh",5,6,15,73.23632623,57.03419781
"3239915","sh",5,6,16,70.34204679,58.53874056
"3239916","sh",5,6,17,67.57872421,60.20991414
"3239917","sh",5,6,18,64.99803591,62.11607786
"3239918","sh",5,6,19,62.71478378,64.43610276
"3239919","sh",5,6,20,60.81324176,67.19740933
"32599","sh",5,7,1,117.51675039,61.89855069
"325991","sh",5,7,2,114.60833047,60.30823081
"325992","sh",5,7,3,111.70064109,58.69522163
"325993","sh",5,7,4,108.88509945,56.79770008
"325994","sh",5,7,5,105.94374639,54.97439967
"325995","sh",5,7,6,102.76671942,53.72511616
"325996","sh",5,7,7,99.44999848,52.89253022
"325997","sh",5,7,8,96.07585558,52.33660971
"325998","sh",5,7,9,92.67204265,52.07747355
"325999","sh",5,7,10,89.26056495,52.25010578
"3259910","sh",5,7,11,85.88308244,52.52013088
"3259911","sh",5,7,12,82.54608767,53.06905942
"3259912","sh",5,7,13,79.30708043,54.09633063
"3259913","sh",5,7,14,76.20452687,55.48840488
"3259914","sh",5,7,15,73.24183857,57.05639761
"3259915","sh",5,7,16,70.34808892,58.55831149
"3259916","sh",5,7,17,67.58768387,60.23404483
"3259917","sh",5,7,18,65.00896673,62.14112508
"3259918","sh",5,7,19,62.7265119,64.45933568
"3259919","sh",5,7,20,60.82579647,67.21915452
"32799","sh",5,8,1,117.72898277,61.54534447
"327991","sh",5,8,2,114.80264994,59.93951057
"327992","sh",5,8,3,111.98239207,58.07913921
"327993","sh",5,8,4,109.15482793,56.10846553
"327994","sh",5,8,5,106.20293187,54.1840637
"327995","sh",5,8,6,103.01541102,52.79384108
"327996","sh",5,8,7,99.64112762,51.97271976
"327997","sh",5,8,8,96.16736445,51.7261655
"327998","sh",5,8,9,92.70629467,51.70934222
"327999","sh",5,8,10,89.27349878,51.89864767
"3279910","sh",5,8,11,85.88083412,52.4032194
"3279911","sh",5,8,12,82.54265992,53.02362463
"3279912","sh",5,8,13,79.30807671,54.10387182
"3279913","sh",5,8,14,76.21061207,55.52049389
"3279914","sh",5,8,15,73.25300937,57.1013857
"3279915","sh",5,8,16,70.44848687,58.88350845
"3279916","sh",5,8,17,67.87338611,61.0035144
"3279917","sh",5,8,18,65.56453595,63.41417274
"3279918","sh",5,8,19,63.59606523,66.18188436
"3279919","sh",5,8,20,61.79618835,68.89990668
"32999","sh",5,9,1,117.85911788,61.32876806
"329991","sh",5,9,2,114.83677504,59.87475836
"329992","sh",5,9,3,112.00960861,58.01962698
"329993","sh",5,9,4,109.1807873,56.04213182
"329994","sh",5,9,5,106.22594606,54.11388639
"329995","sh",5,9,6,103.0807189,52.54928277
"329996","sh",5,9,7,99.7105929,51.63841755
"329997","sh",5,9,8,96.21592557,51.40222036
"329998","sh",5,9,9,92.72527473,51.50534978
"329999","sh",5,9,10,89.27523123,51.85157078
"3299910","sh",5,9,11,85.87551709,52.12673663
"3299911","sh",5,9,12,82.52067174,52.73217097
"3299912","sh",5,9,13,79.2884495,53.95530641
"3299913","sh",5,9,14,76.25791373,55.76992935
"3299914","sh",5,9,15,73.41504502,57.75395058
"3299915","sh",5,9,16,70.79200069,59.99617712
"3299916","sh",5,9,17,68.31683426,62.19783424
"3299917","sh",5,9,18,66.07230687,64.57769397
"3299918","sh",5,9,19,64.01981346,67.02131184
"3299919","sh",5,9,20,62.19628294,69.5928843
"33199","sh",5,10,1,117.87056874,61.30971104
"331991","sh",5,10,2,114.84697952,59.85539541
"331992","sh",5,10,3,112.01881197,57.99950273
"331993","sh",5,10,4,109.30716089,55.71921062
"331994","sh",5,10,5,106.3274985,53.80422188
"331995","sh",5,10,6,103.10977498,52.44047651
"331996","sh",5,10,7,99.711209,51.63545255
"331997","sh",5,10,8,96.21486527,51.40929353
"331998","sh",5,10,9,92.73544224,51.3960722
"331999","sh",5,10,10,89.28464388,51.5957956
"3319910","sh",5,10,11,85.8755458,52.12822915
"3319911","sh",5,10,12,82.54328441,53.03190216
"3319912","sh",5,10,13,79.31310958,54.1419674
"3319913","sh",5,10,14,76.26053352,55.78374427
"3319914","sh",5,10,15,73.41735488,57.76325305
"3319915","sh",5,10,16,70.79448079,60.00421037
"3319916","sh",5,10,17,68.31718036,62.19876639
"3319917","sh",5,10,18,66.07019162,64.57284701
"3319918","sh",5,10,19,64.01741695,67.01656446
"3319919","sh",5,10,20,62.18817623,69.5788432
"33399","sh",5,11,1,117.9082583,61.24698646
"333991","sh",5,11,2,115.0654124,59.44092009
"333992","sh",5,11,3,112.28841138,57.40999119
"333993","sh",5,11,4,109.40191841,55.47707767
"333994","sh",5,11,5,106.28008045,53.94881406
"333995","sh",5,11,6,103.02768519,52.74787803
"333996","sh",5,11,7,99.64848935,51.93729137
"333997","sh",5,11,8,96.17024549,51.70694644
"333998","sh",5,11,9,92.70792382,51.69183262
"333999","sh",5,11,10,89.27387657,51.88838189
"3339910","sh",5,11,11,85.8807788,52.40034243
"3339911","sh",5,11,12,82.54304159,53.02868367
"3339912","sh",5,11,13,79.31070441,54.12376182
"3339913","sh",5,11,14,76.21248504,55.53037061
"3339914","sh",5,11,15,73.31804355,57.36329734
"3339915","sh",5,11,16,70.55524868,59.22931847
"3339916","sh",5,11,17,68.024813,61.41134594
"3339917","sh",5,11,18,65.7329507,63.80008324
"3339918","sh",5,11,19,63.77176747,66.52994314
"3339919","sh",5,11,20,62.14016138,69.49567983
"33599","sh",5,12,1,117.61319145,61.73804935
"335991","sh",5,12,2,114.33596679,60.82503956
"335992","sh",5,12,3,111.16819343,59.85948248
"335993","sh",5,12,4,108.06538772,58.89230137
"335994","sh",5,12,5,105.04220854,57.72346485
"335995","sh",5,12,6,102.09829016,56.22818218
"335996","sh",5,12,7,99.05929291,54.77280383
"335997","sh",5,12,8,95.89117956,53.56856028
"335998","sh",5,12,9,92.62514145,52.58155472
"335999","sh",5,12,10,89.26636988,52.09236525
"3359910","sh",5,12,11,85.87589113,52.14618619
"3359911","sh",5,12,12,82.51778119,52.69385669
"3359912","sh",5,12,13,79.26122975,53.7492703
"3359913","sh",5,12,14,76.16944874,55.30342767
"3359914","sh",5,12,15,73.23413967,57.0253919
"3359915","sh",5,12,16,70.33283764,58.50891138
"3359916","sh",5,12,17,67.58230885,60.21956851
"3359917","sh",5,12,18,65.12364888,62.40391112
"3359918","sh",5,12,19,62.85805591,64.71991884
"3359919","sh",5,12,20,60.79361228,67.16341038
"33799","sh",5,13,1,115.30831831,65.57391788
"337991","sh",5,13,2,112.4151374,64.46980389
"337992","sh",5,13,3,109.61961268,63.24564054
"337993","sh",5,13,4,107.06757742,61.4419962
"337994","sh",5,13,5,104.59497548,59.08721548
"337995","sh",5,13,6,101.91533407,56.91329758
"337996","sh",5,13,7,98.9938772,55.08761748
"337997","sh",5,13,8,95.84467996,53.87875326
"337998","sh",5,13,9,92.60500372,52.79798939
"337999","sh",5,13,10,89.27563873,51.84049758
"3379910","sh",5,13,11,85.85719321,51.17390457
"3379911","sh",5,13,12,82.4572894,51.89203705
"3379912","sh",5,13,13,79.16412828,53.01427432
"3379913","sh",5,13,14,75.94972074,54.14473782
"3379914","sh",5,13,15,72.91245422,55.72987065
"3379915","sh",5,13,16,70.0553778,57.61019686
"3379916","sh",5,13,17,67.436395,59.826585
"3379917","sh",5,13,18,64.9305467,61.9614311
"3379918","sh",5,13,19,62.70816669,64.42299459
"3379919","sh",5,13,20,60.53957351,66.72340649
"339991","sh",5,14,1,114.25528437,67.32642204
"339992","sh",5,14,2,111.92806063,65.39402967
"339993","sh",5,14,3,109.46334045,63.58734857
"339994","sh",5,14,4,106.91249733,61.83827082
"339995","sh",5,14,5,104.40622974,59.66275911
"339996","sh",5,14,6,101.8773792,57.05542712
"339997","sh",5,14,7,98.98300532,55.13993849
"339998","sh",5,14,8,95.83826277,53.92156153
"339999","sh",5,14,9,92.60109283,52.84002255
"3399910","sh",5,14,10,89.26428698,52.14896512
"3399911","sh",5,14,11,85.85657165,51.14158351
"3399912","sh",5,14,12,82.37696381,50.82732027
"3399913","sh",5,14,13,78.91242246,51.10902243
"3399914","sh",5,14,14,75.60203984,52.31131506
"3399915","sh",5,14,15,72.48217023,53.99699138
"3399916","sh",5,14,16,69.61660707,56.18898349
"3399917","sh",5,14,17,66.90936425,58.40715572
"3399918","sh",5,14,18,64.51029102,60.99844487
"3399919","sh",5,14,19,62.2872217,63.5891202
"3399920","sh",5,14,20,59.89945279,65.61469534
"34199","sh",5,15,1,115.46187945,65.31835486
"341991","sh",5,15,2,113.00362817,63.35314554
"341992","sh",5,15,3,110.42827169,61.47741036
"341993","sh",5,15,4,107.84059102,59.46672218
"341994","sh",5,15,5,105.10644683,57.52758261
"341995","sh",5,15,6,102.27037143,55.5837897
"341996","sh",5,15,7,99.27735079,53.72339857
"341997","sh",5,15,8,96.15843847,51.78570959
"341998","sh",5,15,9,92.84828873,50.18322933
"341999","sh",5,15,10,89.38303339,48.92220259
"3419910","sh",5,15,11,85.79420062,47.89832329
"3419911","sh",5,15,12,82.13925909,47.6765406
"3419912","sh",5,15,13,78.51339207,48.08861791
"3419913","sh",5,15,14,75.05037791,49.40224078
"3419914","sh",5,15,15,71.87531806,51.55302048
"3419915","sh",5,15,16,68.90872146,53.89608554
"3419916","sh",5,15,17,66.28576454,56.72764142
"3419917","sh",5,15,18,63.95417753,59.72415004
"3419918","sh",5,15,19,61.86874494,62.76013529
"3419919","sh",5,15,20,60.00450412,65.79664788
"34399","sh",5,16,1,116.33686792,63.8621616
"343991","sh",5,16,2,113.85961783,61.72890937
"343992","sh",5,16,3,111.25824341,59.66257736
"343993","sh",5,16,4,108.6269228,57.45741631
"343994","sh",5,16,5,105.87146198,55.19481698
"343995","sh",5,16,6,102.95159932,53.03279665
"343996","sh",5,16,7,99.91112211,50.67336915
"343997","sh",5,16,8,96.66581018,48.40109659
"343998","sh",5,16,9,93.21756018,46.21440169
"343999","sh",5,16,10,89.54059381,44.64072503
"3439910","sh",5,16,11,85.7051337,43.26689098
"3439911","sh",5,16,12,81.78062296,42.9228134
"3439912","sh",5,16,13,77.919131,43.59044207
"3439913","sh",5,16,14,74.18668791,44.84775146
"3439914","sh",5,16,15,70.75700529,47.0492484
"3439915","sh",5,16,16,67.61094651,49.69248904
"3439916","sh",5,16,17,64.76484899,52.63142491
"3439917","sh",5,16,18,62.37418037,56.10369805
"3439918","sh",5,16,19,60.23633829,59.52640614
"3439919","sh",5,16,20,58.67407917,63.49230601
"34599","sh",5,17,1,115.7646469,64.8144763
"345991","sh",5,17,2,113.45218388,62.50201328
"345992","sh",5,17,3,111.05175614,60.11408662
"345993","sh",5,17,4,108.49636915,57.79101877
"345994","sh",5,17,5,105.842764,55.28232591
"345995","sh",5,17,6,103.00168215,52.84525155
"345996","sh",5,17,7,99.99866405,50.25207285
"345997","sh",5,17,8,96.79030306,47.5706202
"345998","sh",5,17,9,93.28305704,45.51045953
"345999","sh",5,17,10,89.56587854,43.95364889
"3459910","sh",5,17,11,85.70692164,43.35986274
"3459911","sh",5,17,12,81.8189708,43.4311146
"3459912","sh",5,17,13,78.00047255,44.20614548
"3459913","sh",5,17,14,74.3521476,45.72026868
"3459914","sh",5,17,15,70.90071503,47.62800949
"3459915","sh",5,17,16,67.7391865,50.10786857
"3459916","sh",5,17,17,64.85310478,52.86912042
"3459917","sh",5,17,18,62.30695956,55.9496663
"3459918","sh",5,17,19,60.13265422,59.32101235
"3459919","sh",5,17,20,58.3383836,62.91086972
"34799","sh",5,18,1,115.26815294,65.64076281
"347991","sh",5,18,2,112.8568208,63.6317118
"347992","sh",5,18,3,110.57901982,61.14778143
"347993","sh",5,18,4,108.31151181,58.26338291
"347994","sh",5,18,5,105.87872223,55.17267825
"347995","sh",5,18,6,103.18514338,52.15824458
"347996","sh",5,18,7,100.17506945,49.40312047
"347997","sh",5,18,8,96.80576155,47.46749852
"347998","sh",5,18,9,93.23077079,46.0724177
"347999","sh",5,18,10,89.51572367,45.31653538
"3479910","sh",5,18,11,85.7427436,45.22258599
"3479911","sh",5,18,12,82.00518154,45.89934066
"3479912","sh",5,18,13,78.41394651,47.33587869
"3479913","sh",5,18,14,75.0382551,49.33831366
"3479914","sh",5,18,15,71.86620104,51.51630358
"3479915","sh",5,18,16,68.88427254,53.81689356
"3479916","sh",5,18,17,66.04056964,56.06726852
"3479917","sh",5,18,18,63.40434373,58.46424468
"3479918","sh",5,18,19,61.20270209,61.44073232
"3479919","sh",5,18,20,59.49089003,64.90705057
